id,name,instructions,description,ingredients,cuisine,warmth,tags,prep_time,cook_time,total_time,image_url,ingredient_names
308,Kremowe woreczki jabłkowo-cynamonowe,"1. Rozmroź ciasto francuskie zgodnie z instrukcją na opakowaniu. Gdy ciasto stanie się łatwe do wyrobienia (po około godzinie), rozwałkuj je na posypanej mąką powierzchni na prostokąt o wymiarach około 16 x 12 cali. (nie mierzyłam taśmą :P dlatego ok :D ) Pędzelkiem usuń nadmiar mąki z blachy. Teraz ostrym nożem wykonaj 4 nacięcia wzdłuż i 5 w poziomie, co daje około 20 kwadratów. W misce weź śmietanę, wymieszaj z nią cukier i cynamon. Następnie dodaj jabłka i rodzynki i dobrze je obtocz. Wyłóż mieszaninę na środek kwadratu.
2. Posmaruj brzegi mlekiem, połącz brzegi w dowolny kształt, ja użyłam prostokąta i sklej poprzez dociśnięcie. Powtórz tę czynność ze wszystkimi kwadratami. Teraz za pomocą ostrego noża wykonaj 2-3 małe nacięcia na górze każdej kieszeni.
3. Przygotowane kieszonki ułóż na natłuszczonej blasze do pieczenia i włóż do lodówki na 15-20 minut. Rozgrzej piekarnik do 200°C, gdy kieszenie są w lodówce. Po nagrzaniu piekarnika wyjmij blachę do pieczenia z lodówki, posmaruj wierzch kieszonek mlekiem i włóż do piekarnika.
4. Piecz 10-12 minut. Będą idealnie zarumienione od dołu, lekko złociste od góry, idealnie łuszczące się i puszyste.
5. Posmaruj wierzch odrobiną glazury i podawaj.","Kremowe saszetki jabłkowo-cynamonowe mogą być właśnie przepisem na <b>lakto ovo wegetariańskie</b>, którego szukasz. Ta przystawka ma <b>305 kalorii</b>, <b>4 g białka</b> i <b>18 g tłuszczu</b> na porcję. Ten przepis służy 6 osobom. Za <b>63 centy za porcję</b> ten przepis <b>pokrywa 5%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Tylko kilka osób przygotowało ten przepis i 1 powiedziałbym, że był strzałem w dziesiątkę. Mieszanka jabłka, sproszkowanego cynamonu, cukru i garści innych składników to wszystko","[{""name"": ""jabłko"", ""unit"": """", ""amount"": 1}, {""name"": ""proszek cynamonowy"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""złote rodzynki"", ""unit"": ""g"", ""amount"": 18.125}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""ciasto francuskie"", ""unit"": ""sheets"", ""amount"": 1}, {""name"": ""krem"", ""unit"": ""ml"", ""amount"": 57.5}, {""name"": ""łyżka cukru"", ""unit"": ""g"", ""amount"": 25}, {""name"": ""cukier"", ""unit"": ""g"", ""amount"": 25}, {""name"": ""woda"", ""unit"": ""łyżka"", ""amount"": 1}]",Międzynarodowa,True,"[""side dish"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/640588-312x231.jpg,"['proszek cynamonowy', 'jabłko', 'złote rodzynki', 'łyżka cukru', 'cukier', 'krem', 'woda', 'mleko', 'ciasto francuskie']"
309,Sos żurawinowo-hibiskusowy,"1. Połóż liście hibiskusa na kawałku gazy i zawiąż ciasny pęczek. Odstawić. W średnim rondlu połączyć sok pomarańczowy, czerwone wino, wodę i brązowy cukier. Doprowadzić do wrzenia na średnim ogniu.
2. Do płynu dodać pęczek goździków hibiskusa i gotować przez dwie minuty. Do mieszaniny wmieszać skórkę pomarańczową i dodać żurawinę. Doprowadzić mieszaninę do wrzenia. Zmniejsz ogień do małego, przykryj i gotuj na wolnym ogniu przez 8 minut, aż płyn się zredukuje.
3. Sos żurawinowy przelać do słoika i pozostawić do ostygnięcia bez przykrycia. Przechowywać w lodówce do tygodnia przed Świętem Dziękczynienia.","Przepis na sos żurawinowy z hibiskusa można przygotować <b>w około 30 minut</b>. Jedna porcja tego dania zawiera około <b>1 g białka</b>, <b>0 g tłuszczu</b> i łącznie <b>99 kalorii</b>. Ten bezglutenowy, bezmleczny, lakto ovo wegetariański i wegański przepis przeznaczony jest dla 8 osób i kosztuje <b>65 centów za porcję</b>. Mieszanka żurawiny, wody, liści hibiskusa i kilku innych składników wystarczy, aby ten przepis był tak pyszny. Tylko nielicznym osobom naprawdę smakowało to danie. 1 os","[{""name"": ""żurawiny"", ""unit"": ""g"", ""amount"": 453.592}, {""name"": ""brązowy cukier"", ""unit"": ""g"", ""amount"": 110}, {""name"": ""liście hibiskusa"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""sok pomarańczowy"", ""unit"": ""ml"", ""amount"": 248}, {""name"": ""skórka pomarańczowa"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""wino czerwone"", ""unit"": ""ml"", ""amount"": 59}, {""name"": ""woda"", ""unit"": ""ml"", ""amount"": 59.147}]",Międzynarodowa,True,"[""side dish"",""dairy free"",""vegan"",""gluten free"",""sauce"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/640377-312x231.jpg,"['żurawiny', 'sok pomarańczowy', 'skórka pomarańczowa', 'woda', 'liście hibiskusa', 'brązowy cukier', 'wino czerwone']"
310,Łatwe naleśniki w blasze,"1. Rozgrzej piekarnik do 42
2. Dodać wszystkie składniki na masę naleśnikową i dobrze wymieszać. Pozwól usiąść na około 5 minut.
3. Rozsmaruj na przygotowanej blaszce. Pamiętaj, aby równomiernie rozprowadzić masę naleśnikową. 
4. Dodaj dodatki takie jak jagody, kawałki czekolady, truskawki lub ulubione dodatki do naleśników. 
5. Piec w piekarniku przez 15 minut.
6. Wyjąć, pozostawić do lekkiego przestygnięcia, następnie pokroić w kwadraty i podawać.","Potrzebujesz <b>wegetariańskiego śniadania lakto ovo</b>? Łatwe naleśniki w blasze mogą być doskonałym przepisem do wypróbowania. Jedna porcja tego dania zawiera około <b>6 g białka</b>, <b>8 g tłuszczu</b> i łącznie <b>218 kalorii</b>. Ten przepis służy 6 osobom. Za <b>26 centów za porcję</b> ten przepis <b>pokrywa 8%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis z Pink When wymaga mąki, proszku do pieczenia, jajka i masła. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Z preparatów","[{""name"": ""mąka"", ""unit"": ""g"", ""amount"": 187.5}, {""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 3.5}, {""name"": ""sól"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""cukier"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""ml"", ""amount"": 305}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""masło"", ""unit"": ""łyżki"", ""amount"": 3}, {""name"": ""cynamon"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""aromat waniliowy"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""breakfast"",""brunch"",""morning meal"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/1459207-312x231.jpg,"['proszek do pieczenia', 'cukier', 'aromat waniliowy', 'jajko', 'sól', 'mąka', 'mleko', 'masło', 'cynamon']"
311,Bananowy dżem czekoladowy - jak zrobić czekoladowy krem ​​​​bananowy,"1. Rozgnieć banana, aż będzie kremowy lub gruby.
2. Połącz rozgnieciony banan, cukier i sok z cytryny na patelni i dobrze wymieszaj.
3. Gotuj przez 10 minut, aż mieszanina zgęstnieje.
4. Wyłącz ogień i dodaj kakao.
5. Mieszaj, aż składniki dobrze się połączą i pozostaw do całkowitego ostygnięcia.
6. Przechowywać w czystym, szczelnym pojemniku i przechowywać w lodówce przez kilka tygodni.","Jeśli masz około <b>15 minut</b> do spędzenia w kuchni, dżem czekoladowo-bananowy – jak zrobić krem ​​​​czekoladowo-bananowy może być wspaniałym przepisem <b>bezglutenowym, bezmlecznym, lakto ovo-wegetariańskim i przyjaznym dla map żywności</b> do wypróbowania. Za <b>13 centów za porcję</b> otrzymujesz przyprawę na 6 porcji. Jedna porcja zawiera <b>102 kalorie</b>, <b>1 g białka</b> i <b>0 g tłuszczu</b>. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Ten przepis z thecuisine.blogspot.com wymaga banana, cukru i cytryny","[{""name"": ""banan"", ""unit"": ""g"", ""amount"": 225}, {""name"": ""cukier"", ""unit"": ""g"", ""amount"": 100}, {""name"": ""sok z cytryny"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""kakao w proszku"", ""unit"": ""łyżki"", ""amount"": 1.5}]",Międzynarodowa,True,"[""dairy free"",""spread"",""dip"",""vegan"",""fodmap friendly"",""gluten free"",""condiment"",""lacto ovo vegetarian""]",,,15,https://img.spoonacular.com/recipes/1681405-312x231.jpg,"['cukier', 'sok z cytryny', 'banan', 'kakao w proszku']"
312,Kele Mulik – Konkani Style Banana Modak – Ganesh Chaturthi,"1. Obierz i dobrze rozgnieć banana.
2. W misce wymieszaj puree bananowe i jaggery i mieszaj, aż składniki się dobrze połączą.
3. Do masy bananowej dodaj mąkę kokosową, mąkę pszenną i proszek kardamonu i dobrze wymieszaj.
4. Teraz dodaj semolinę i wszystko dobrze wymieszaj, aby uzyskać miękkie ciasto.
5. Dostosuj konsystencję ciasta, dodając odrobinę więcej kaszy manny lub wody.
6. Ciasto odstawić na około 15 minut
7. Na patelni rozgrzej wystarczającą ilość oleju do głębokiego smażenia.
8. Gdy olej będzie gorący, odrywać niewielką porcję ciasta i delikatnie wrzucać je na gorący olej.
9. Smażyć je na głębokim ogniu na małym ogniu, aż będą chrupiące i złocistobrązowe.
10. Wyjmij je z oleju i odsącz na ręcznikach papierowych. 
11. Można je przechowywać do 2 dni.","Kele Mulik – Konkani Style Banana Modak – Ganesh Chaturthi może być dobrym przepisem na poszerzenie pudełka z przepisami na hor d'oeuvre. Ten bezmleczny, lakto ovo wegetariański i wegański przepis serwuje 30 i kosztuje <b>25 centów za porcję</b>. Jedna porcja tego dania zawiera około <b>1 g białka</b>, <b>1 g tłuszczu</b> i łącznie <b>48 kalorii</b>. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Od przygotowania do talerza ten przepis zajmuje około <b>25 minut</b>. Ten przepis pochodzi z thecuisine.blogspot.com","[{""name"": ""kasza manna / sooji"", ""unit"": ""ml"", ""amount"": 167}, {""name"": ""banany"", ""unit"": """", ""amount"": 2}, {""name"": ""sproszkowany jaggery"", ""unit"": ""g"", ""amount"": 118.294}, {""name"": ""wiórki kokosowe"", ""unit"": ""g"", ""amount"": 21.25}, {""name"": ""proszek kardamonu"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""mąka pszenna"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""olej"", ""unit"": ""porcja"", ""amount"": 1}]",Międzynarodowa,True,"[""antipasti"",""dairy free"",""vegan"",""appetizer"",""starter"",""antipasto"",""snack"",""hor d'oeuvre"",""lacto ovo vegetarian""]",,,25,https://img.spoonacular.com/recipes/1681427-312x231.jpg,"['kasza manna / sooji', 'wiórki kokosowe', 'olej', 'proszek kardamonu', 'banany', 'mąka pszenna', 'sproszkowany jaggery']"
313,Od podstaw Poppersy Jalapeno,"1. Rozgrzej piekarnik i przesuń ruszt na górę. Przekrój papryczki jalapeno na pół i małą łyżką usuń nasiona.
2. W misce wymieszaj ser, sól, chili w proszku, cayenne i pieprz. Napełnij przekrojone na pół papryczki jalapeno mieszanką sera i wyłóż na lekko natłuszczoną blachę do pieczenia. Piecz przez 4 minuty, następnie obróć patelnię i smaż przez kolejne 4 minuty, aż ser się zarumieni i zacznie brązowieć.
3. Podawaj i ciesz się!","Jeśli masz około <b>18 minut</b> do spędzenia w kuchni, From Scratch Jalapeno Poppers może być super <b>bezglutenowym, wegetariańskim i podstawowym</b> przepisem do wypróbowania. Za <b>18 centów za porcję</b> ten przepis <b>pokrywa 2%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Z tego przepisu składa się 10 porcji zawierających <b>32 kalorie</b>, <b>1 g białka</b> i <b>3 g tłuszczu</b> każda. Jest dostarczany przez Foodista. Jeśli masz jalapenos, ser feta, cayenne i kilka innych składników","[{""name"": ""jalapeno"", ""unit"": """", ""amount"": 5}, {""name"": ""ser feta"", ""unit"": ""g"", ""amount"": 37.5}, {""name"": ""ser topiony"", ""unit"": ""g"", ""amount"": 56.75}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""chili w proszku"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""cayenne"", ""unit"": ""szczypta"", ""amount"": 1}, {""name"": ""mielony pieprz"", ""unit"": ""porcje"", ""amount"": 10}]",Międzynarodowa,True,"[""antipasti"",""primal"",""gluten free"",""appetizer"",""starter"",""antipasto"",""snack"",""hor d'oeuvre"",""lacto ovo vegetarian""]",,,18,https://img.spoonacular.com/recipes/1096022-312x231.jpg,"['jalapeno', 'ser topiony', 'chili w proszku', 'ser feta', 'mielony pieprz', 'sól', 'cayenne']"
314,Koktajl z ginu żurawinowego,"1. Napełnij szklankę kostkami lodu, dodaj gin i sok z cytryny. Całość zalać sokiem żurawinowym i wymieszać. Spróbuj i dostosuj ilości według własnego uznania.
2. Udekoruj kilkoma żurawinami i listkami mięty.","Koktajl z ginem żurawinowym trwa około <b>5 minut</b> od początku do końca. Ten przepis zawiera 1. Jedna porcja zawiera <b>136 kalorii</b>, <b>1 g białka</b> i <b>0 g tłuszczu</b>. Za <b>1,24 USD za porcję</b> ten przepis <b>pokrywa 3%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis na Foodista ma 1 fanów. Jest to dobra opcja, jeśli przestrzegasz diety <b>bezglutenowej, bezmlecznej, lakto ovo-wegetariańskiej i wegańskiej</b>. Udaj się do sklepu i kup kostki lodu, liście mięty,","[{""name"": ""gin"", ""unit"": ""ml"", ""amount"": 25}, {""name"": ""sok żurawinowy"", ""unit"": ""ml"", ""amount"": 150}, {""name"": ""sok z cytryny"", ""unit"": ""ml"", ""amount"": 10}, {""name"": ""kostki lodu"", ""unit"": ""porcja"", ""amount"": 1}, {""name"": ""żurawiny"", ""unit"": ""porcja"", ""amount"": 1}, {""name"": ""liście mięty"", ""unit"": ""porcja"", ""amount"": 1}]",Międzynarodowa,True,"[""dairy free"",""vegan"",""beverage"",""gluten free"",""drink"",""lacto ovo vegetarian""]",,,5,https://img.spoonacular.com/recipes/1095708-312x231.jpg,"['kostki lodu', 'gin', 'żurawiny', 'liście mięty', 'sok żurawinowy', 'sok z cytryny']"
315,Makaroniki Orzechowo-Kokosowe,"1. Rozgrzej piekarnik do 180C. Wyłóż 2 blachy do pieczenia papierem pergaminowym.
2. Białka ubić z cukrem, wanilią i solą, aż składniki się dobrze połączą. Wymieszać z kokosem i orzeszkami ziemnymi. Za pomocą 2 łyżek deserowych (ponieważ mieszanina jest lepka) zebrać czubatą łyżkę stołową (około 22 ml) mieszanki.
3. Ułożyć na blasze i uformować zwarty kopczyk. Powtórz tę czynność z pozostałą mieszaniną, od czasu do czasu mieszając mieszaninę w misce. Makaroniki układaj na blasze do pieczenia w odległości około 5 cm.
4. Piecz po 1 arkuszu, aż wierzch ciastek stanie się złotobrązowy, około 13 do 15 minut. Jeśli makaroniki nie mają idealnego kształtu, w razie potrzeby krawędzie można przyciąć nożyczkami.
5. Wyjmij z piekarnika i studź przez 10 minut na blasze. Następnie wyjmij na kratkę do całkowitego ostygnięcia, około 20 minut.","Przepisów na desery nigdy za wiele, więc wypróbuj makaroniki kokosowo-orzechowe. Obserwujesz swoją sylwetkę? Ten bezglutenowy, bezmleczny, lakto ovo wegetariański i przyjazny dla diety przepis zawiera <b>74 kalorie</b>, <b>2 g białka</b> i <b>5 g tłuszczu</b> na porcję. Za <b>12 centów za porcję</b> ten przepis <b>pokrywa 2%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Ten przepis serwuje 36 porcji. 1 osoba była pod wrażeniem tego przepisu. Ten przepis od Foodista wymaga białek jaj w granulacie","[{""name"": ""białka jaj"", ""unit"": """", ""amount"": 4}, {""name"": ""cukier granulowany"", ""unit"": ""mL"", ""amount"": 125}, {""name"": ""orzeszki ziemne"", ""unit"": ""mL"", ""amount"": 250}, {""name"": ""sól"", ""unit"": ""mL"", ""amount"": 2}, {""name"": ""orzech kokosowy"", ""unit"": ""mL"", ""amount"": 675}, {""name"": ""wanilia"", ""unit"": ""mL"", ""amount"": 5}]",Międzynarodowa,True,"[""dairy free"",""fodmap friendly"",""gluten free"",""dessert"",""lacto ovo vegetarian""]",,,20,https://img.spoonacular.com/recipes/639798-312x231.jpg,"['cukier granulowany', 'białka jaj', 'orzeszki ziemne', 'sól', 'orzech kokosowy', 'wanilia']"
316,Pizza z Figami i Kozim Serem Z Pesto,"1. Na każdym kawałku chleba naan równomiernie rozsmaruj pesto. Na wierzchu ułóż figi i posyp kozim serem.
2. Umieścić na grillu na małym ogniu przez około 5-7 minut – do momentu, aż skórka będzie lekko chrupiąca, a ser kozi się roztopi. Takie proste – a naprawdę pyszne. Aby uzyskać nieco większą konsystencję – możesz posypać również orzeszkami piniowymi.","Zapomnij o wychodzeniu na miasto i zamawianiu jedzenia na wynos za każdym razem, gdy masz ochotę na śródziemnomorskie jedzenie. Spróbuj zrobić pizzę z figami i kozim serem z pesto w domu. To danie główne ma <b>501 kalorii</b>, <b>14 g białka</b> i <b>28 g tłuszczu</b> na porcję. Ten wegetariański przepis na lakto ovo jest przeznaczony dla 6 osób i kosztuje <b>2,76 USD za porcję</b>. 1 osoba uznała ten przepis za aromatyczny i satysfakcjonujący. Jeśli masz pod ręką pesto, kozi ser, chlebek naan i kilka innych składników, możesz to zrobić. Jest dostarczany przez","[{""name"": ""figi"", ""unit"": ""średnia sztuka"", ""amount"": 5}, {""name"": ""kozi ser"", ""unit"": ""g"", ""amount"": 170.25}, {""name"": ""chleb naan"", ""unit"": """", ""amount"": 4}, {""name"": ""pesto"", ""unit"": ""ml"", ""amount"": 248}]",śródziemnomorski,True,"[""lunch"",""main dish"",""dinner"",""main course"",""lacto ovo vegetarian""]",,,15,https://img.spoonacular.com/recipes/642777-312x231.jpg,"['pesto', 'kozi ser', 'figi', 'chleb naan']"
317,Idealna jajecznica - za każdym razem,"1. Wymieszaj 3 duże jajka, ½ łyżeczki soli koszernej i 2 łyżki pełnego mleka przez około minutę, aż się spieni.
2. Podgrzej 1 łyżkę niesolonego masła na średnim ogniu na patelni z powłoką nieprzywierającą. Po roztopieniu zamieszaj masło.&nbsp;
3. Jeszcze raz szybko wymieszaj jajka (pamiętaj, że mają być puszyste) i dodaj je na patelnię.&nbsp;&nbsp;
4. Za pomocą silikonowej szpatułki zeskrobuj i złóż i zeskrob i złóż, zeskrob i złóż (przez około dwie minuty), aż uzyskasz wilgotny twaróg bez pozostałości płynu, ale lekko niedopieczony.
5. Podawaj natychmiast.","Idealna jajecznica – za każdym razem wymaga około <b>10 minut</b> od początku do końca. Ten przepis służy 2. Dbasz o swoją sylwetkę? Ten bezglutenowy, lakto ovo wegetariański, pierwotny i ketogenny przepis zawiera <b>167 kalorii</b>, <b>10 g białka</b> i <b>13 g tłuszczu</b> na porcję. Za <b>49 centów za porcję</b> ten przepis <b>pokrywa 8%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Został on dostarczony przez użytkownika łyżki <a href=""/profile/maplewoodroad"">maplewoodroad</a>.","[{""name"": ""jajka"", ""unit"": ""duża sztuka"", ""amount"": 3}, {""name"": ""sól koszerna"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""mleko"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""masło"", ""unit"": ""łyżka"", ""amount"": 1}]",Międzynarodowa,True,"[""primal"",""breakfast"",""brunch"",""gluten free"",""ketogenic"",""morning meal"",""lacto ovo vegetarian""]",,,10,https://img.spoonacular.com/recipes/1697767-312x231.jpg,"['masło', 'mleko', 'sól koszerna', 'jajka']"
318,Granola z orzecha tygrysiego,"1. Rozgrzej piekarnik do 180C.
2. Połącz w misce orzechy tygrysie, płatki kokosowe, suszone owoce i miód.
3. Mieszaj aż do całkowitego pokrycia.
4. Rozłóż równą warstwą na dużej blasze do pieczenia i włóż do piekarnika na 6-7 minut.
5. Wyjmij blachę z piekarnika i odstaw do całkowitego wystygnięcia. Przechowuj w szczelnie zamkniętym pojemniku.","Granolę z orzecha tygrysiego można przygotować <b>w około 10 minut</b>. Ten bezglutenowy, bezmleczny, paleolityczny i wegetariański przepis na lakto ovo przeznaczony jest dla 4 osób i kosztuje <b>4,09 USD za porcję</b>. Jedna porcja zawiera <b>292 kalorie</b>, <b>3 g białka</b> i <b>16 g tłuszczu</b>. 1 osoba przygotowała ten przepis i zrobi go jeszcze raz. Świetnie sprawdza się jako śniadanie. Jest dostarczany przez Foodista. Jeśli masz pod ręką płatki kokosowe, owoce, orzechy tygrysie i kilka innych składników, możesz to zrobić. Wszystko","[{""name"": ""płatki kokosowe"", ""unit"": ""g"", ""amount"": 28.35}, {""name"": ""owoc"", ""unit"": ""g"", ""amount"": 56.699}, {""name"": ""miód"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""orzechy tygrysie"", ""unit"": ""g"", ""amount"": 170.097}]",Międzynarodowa,True,"[""dairy free"",""primal"",""paleolithic"",""breakfast"",""brunch"",""gluten free"",""morning meal"",""lacto ovo vegetarian""]",,,10,https://img.spoonacular.com/recipes/1096269-312x231.jpg,"['miód', 'płatki kokosowe', 'orzechy tygrysie', 'owoc']"
319,Ciasteczka Kringle z Melasa,"1. Najpierw utrzyj tłuszcz/masło z brązowym cukrem. Następnie dodaj melasę, jajko, mąkę, sodę oczyszczoną, sól i przyprawę.
2. Dobrze wymieszaj. Weź małą miskę i dodaj do niej około 1/4 szklanki białego cukru. Chwyć ciasto za pomocą czubatych łyżek i zwiń je w kulkę.
3. Obtocz kulkę w białym cukrze, połóż ją na blasze i rozgnieć widelcem. Powtórz tę czynność z resztą ciasta. Włóż ciasteczka do piekarnika nagrzanego na 350 stopni na 9 do 11 minut. Gdy ciasteczka ostygną, wymieszaj cukier puder, wanilię i mleko. Łyżką polej każde ciasteczko i poczekaj, aż stwardnieje.","Przepis na ciasteczka Kringle z melasą można przygotować <b>w około 30 minut</b>. Ten przepis jest przeznaczony dla 24 osób i kosztuje 21 centów za porcję. Jedna porcja zawiera <b>217 kalorii</b>, <b>3 g białka</b> i <b>6 g tłuszczu</b>. 1 osoba była zadowolona, ​​że ​​wypróbowała ten przepis. Jest to dobra opcja, jeśli stosujesz dietę <b>lakto ovo wegetariańską</b>. Jeśli masz pod ręką tłuszcz piekarski, cukier, mąkę i kilka innych składników, możesz to zrobić. Jest dostarczany przez Foodista. Tylko nielicznym osobom naprawdę się podobało","[{""name"": ""soda oczyszczona"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""brązowy cukier"", ""unit"": ""g"", ""amount"": 220}, {""name"": ""cynamon"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""goździki"", ""unit"": ""łyżeczki"", ""amount"": 0.5}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""mąka"", ""unit"": ""g"", ""amount"": 656.25}, {""name"": ""imbir"", ""unit"": ""łyżeczka"", ""amount"": 1}, {""name"": ""mleko"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""melasa"", ""unit"": ""ml"", ""amount"": 84.25}, {""name"": ""cukier puder"", ""unit"": ""g"", ""amount"": 60}, {""name"": ""sól"", ""unit"": ""łyżeczki"", ""amount"": 0.125}, {""name"": ""tłuszcz piekarski"", ""unit"": ""g"", ""amount"": 170.25}, {""name"": ""cukier"", ""unit"": ""g"", ""amount"": 50}, {""name"": ""wanilia"", ""unit"": ""łyżeczka"", ""amount"": 1}]",Międzynarodowa,True,"[""dessert"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/645146-312x231.jpg,"['tłuszcz piekarski', 'cukier', 'cukier puder', 'jajko', 'soda oczyszczona', 'goździki', 'sól', 'mąka', 'mleko', 'imbir', 'melasa', 'cynamon', 'wanilia', 'brązowy cukier']"
320,Pikantne Naleśniki Dyniowe,"1. Połącz wszystkie suche składniki w dużej misce (mąkę, cukier, proszek do pieczenia, sodę oczyszczoną i przyprawy).
2. Dobrze wymieszaj.
3. Połącz wszystkie mokre składniki w misce i wymieszaj, aż jajko i olej zostaną dobrze wymieszane.
4. Dodaj mokre składniki do suchych i wymieszaj, aż się połączą. Rozgrzej patelnię z powłoką nieprzywierającą i posmaruj ją sprayem zapobiegającym przywieraniu.
5. Wlać ciasto na patelnię, używając bardzo niewielkiej 1/4 szklanki ciasta na każdy naleśnik. Smaż naleśniki po 2-3 minuty z każdej strony lub do momentu, aż będą ładnie rumiane i całkowicie ugotowane w środku.","Przyprawione naleśniki dyniowe mogą być właśnie przepisem na <b>lakto ovo wegetariańskie</b>, którego szukasz. Ten przepis służy 15 osobom. To śniadanie zawiera <b>105 kalorii</b>, <b>3 g białka</b> i <b>2 g tłuszczu</b> na porcję. Za <b>21 centów za porcję</b> ten przepis <b>pokrywa 4%</b> Twojego dziennego zapotrzebowania na witaminy i minerały. Udaj się do sklepu i kup puree z dyni, zmielone ziele angielskie, mleko i kilka innych rzeczy, które przygotujesz dzisiaj. Tylko kilka osób przygotowało ten przepis i 1 by to powiedziała","[{""name"": ""proszek do pieczenia"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""soda oczyszczona"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""brązowy cukier"", ""unit"": ""g"", ""amount"": 110}, {""name"": ""cynamon"", ""unit"": ""łyżeczki"", ""amount"": 2}, {""name"": ""jajko"", ""unit"": """", ""amount"": 1}, {""name"": ""mielone ziele angielskie"", ""unit"": ""łyżeczki"", ""amount"": 0.125}, {""name"": ""mielony imbir"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""mielona gałka muszkatołowa"", ""unit"": ""łyżeczki"", ""amount"": 0.25}, {""name"": ""puree z dyni"", ""unit"": ""g"", ""amount"": 245}, {""name"": ""olej roślinny"", ""unit"": ""łyżka"", ""amount"": 1}, {""name"": ""ocet"", ""unit"": ""łyżki"", ""amount"": 2}, {""name"": ""mąka"", ""unit"": ""g"", ""amount"": 240}, {""name"": ""mleko"", ""unit"": ""ml"", ""amount"": 122}]",Międzynarodowa,True,"[""breakfast"",""brunch"",""morning meal"",""lacto ovo vegetarian""]",,,30,https://img.spoonacular.com/recipes/660985-312x231.jpg,"['proszek do pieczenia', 'mielona gałka muszkatołowa', 'jajko', 'mielone ziele angielskie', 'soda oczyszczona', 'ocet', 'mąka', 'mleko', 'olej roślinny', 'cynamon', 'mielony imbir', 'brązowy cukier', 'puree z dyni']"
